y,x,cluster_var,w_left,w_ideology,w_strength,w_strong,w_strength_qrt
1,-.11084431,1080032000,1,1,.36247769,1,0
1,.0019887686,1080032000,1,1,.47229701,2,3
1,-.0019887686,1080032000,0,3,.33866912,1,0
1,.041581035,1080032000,0,2,.33821744,1,0
1,-.041581035,1080032000,0,3,.22793289,1,0
1,.1296033,108004,1,1,.39157149,1,1
1,-.1296033,108004,0,3,.4343574,1,1
1,.18609044,108004,1,1,.41064155,1,1
1,-.18609044,108004,0,3,.40028864,1,1
1,.097048104,108004,0,3,.48386875,2,3
1,-.097048104,108004,1,1,.3649317,1,0
1,.20668501,108004,0,2,.14701639,1,0
1,-.20668501,108004,1,1,.42132667,1,1
1,.044747978,108004,1,1,.45277697,2,2
1,-.044747978,108004,0,3,.48065329,2,3
1,.024239987,108004,0,3,.43777859,2,2
1,-.024239987,108004,1,1,.53496915,2,3
1,.025264144,1080041984,0,3,.41004369,1,1
1,-.025264144,1080041984,1,1,.48534492,2,3
1,.14376119,1080041984,0,3,.44297346,2,2
1,-.14376119,1080041984,1,1,.33579189,1,0
1,.082758889,1080041984,0,3,.36657035,1,0
1,-.082758889,1080041984,1,1,.37885934,1,0
1,.11593597,1080041984,0,3,.4019334,1,1
1,-.11593597,1080041984,1,1,.37565202,1,0
1,.12063965,1080041984,0,3,.45882091,2,2
1,-.12063965,1080041984,1,1,.36247769,1,0
1,.019141287,1080041984,0,3,.33866912,1,0
1,-.019141287,1080041984,1,1,.47229701,2,3
1,.11025299,1080041984,0,2,.33821744,1,0
1,-.11025299,1080041984,0,4,.13387974,1,0
1,.169745,108005,0,3,.4343574,1,1
1,-.169745,108005,1,1,.39157149,1,1
1,.19422969,108005,0,3,.40028864,1,1
1,-.19422969,108005,1,1,.41064155,1,1
1,.0083950162,108005,1,1,.42132667,1,1
1,-.0083950162,108005,0,3,.41295761,1,1
1,.20411634,108005,0,3,.48065329,2,3
1,-.20411634,108005,1,1,.45277697,2,2
1,.18825445,108005,0,3,.43777859,2,2
1,-.18825445,108005,1,1,.53496915,2,3
1,.1498253,1080051968,0,3,.36657035,1,0
1,-.1498253,1080051968,1,1,.37885934,1,0
1,.22351433,1080051968,0,2,.15073687,1,0
1,-.22351433,1080051968,1,1,.37565202,1,0
1,.22053406,1080051968,0,3,.45882091,2,2
1,-.22053406,1080051968,1,1,.36247769,1,0
1,.11171395,1080051968,0,3,.33866912,1,0
1,-.11171395,1080051968,1,1,.47229701,2,3
1,.10702938,1080061952,1,1,.48534492,2,3
1,-.10702938,1080061952,0,3,.41004369,1,1
1,.12103316,1080061952,0,3,.44297346,2,2
1,-.12103316,1080061952,1,1,.33579189,1,0
1,.0021412075,1080061952,0,3,.36657035,1,0
1,-.0021412075,1080061952,1,1,.37885934,1,0
1,.067551434,1080061952,0,3,.4019334,1,1
1,-.067551434,1080061952,1,1,.37565202,1,0
1,.11119318,1080061952,0,3,.45882091,2,2
1,-.11119318,1080061952,1,1,.36247769,1,0
1,.052125573,108101,0,2,.22066909,1,0
1,-.052125573,108101,1,1,.39157149,1,1
1,.10737911,108101,1,1,.41064155,1,1
1,-.10737911,108101,0,3,.40028864,1,1
1,.023828447,108101,1,1,.3649317,1,0
1,-.023828447,108101,0,3,.48386875,2,3
1,.076717168,108101,1,1,.42132667,1,1
1,-.076717168,108101,0,3,.41295761,1,1
1,.17107892,108101,1,1,.45277697,2,2
1,-.17107892,108101,0,3,.48065329,2,3
1,.25350732,108101,1,1,.53496915,2,3
1,-.25350732,108101,0,3,.43777859,2,2
1,.041923434,1081011968,1,1,.33579189,1,0
1,-.041923434,1081011968,0,3,.44297346,2,2
1,.19690914,1081011968,1,1,.37885934,1,0
1,-.19690914,1081011968,0,3,.36657035,1,0
1,.27180117,1081011968,1,1,.37565202,1,0
1,-.27180117,1081011968,0,3,.4019334,1,1
1,.11968255,1081011968,1,1,.36247769,1,0
1,-.11968255,1081011968,0,3,.45882091,2,2
1,.11087912,1081011968,1,1,.47229701,2,3
1,-.11087912,1081011968,0,2,.03682474,1,0
1,.16987498,1081011968,0,3,.22793289,1,0
1,-.16987498,1081011968,0,4,.13387974,1,0
1,.036484778,108102,0,3,.4343574,1,1
1,-.036484778,108102,1,1,.39157149,1,1
1,.14572299,108102,0,3,.40028864,1,1
1,-.14572299,108102,1,1,.41064155,1,1
1,.2863858,108102,0,3,.48386875,2,3
1,-.2863858,108102,1,1,.3649317,1,0
1,.18167964,108102,0,3,.48065329,2,3
1,-.18167964,108102,1,1,.45277697,2,2
1,.012804002,108102,1,1,.53496915,2,3
1,-.012804002,108102,0,3,.43777859,2,2
1,.092645437,1081021952,1,1,.48534492,2,3
1,-.092645437,1081021952,0,3,.41004369,1,1
1,.12431815,1081021952,0,3,.44297346,2,2
1,-.12431815,1081021952,1,1,.33579189,1,0
1,.015995264,1081021952,1,1,.37885934,1,0
1,-.015995264,1081021952,0,3,.36657035,1,0
1,.12761888,1081021952,1,1,.37565202,1,0
1,-.12761888,1081021952,0,3,.4019334,1,1
1,.026379198,1081021952,1,1,.36247769,1,0
1,-.026379198,1081021952,0,3,.45882091,2,2
1,.29024303,1081021952,1,1,.47229701,2,3
1,-.29024303,1081021952,0,4,.13503063,1,0
1,.17446975,1081021952,0,2,.33821744,1,0
1,-.17446975,1081021952,0,4,.13387974,1,0
1,.1191863,108103,0,3,.4343574,1,1
1,-.1191863,108103,1,1,.39157149,1,1
1,.086111009,108103,1,1,.41064155,1,1
1,-.086111009,108103,0,2,.17112009,1,0
1,.034438342,108103,0,3,.48386875,2,3
1,-.034438342,108103,1,1,.3649317,1,0
1,.13798055,108103,1,1,.42132667,1,1
1,-.13798055,108103,0,3,.41295761,1,1
1,.012360394,108103,1,1,.45277697,2,2
1,-.012360394,108103,0,3,.48065329,2,3
1,.049910665,1081031936,0,3,.41004369,1,1
1,-.049910665,1081031936,1,1,.48534492,2,3
1,.26439887,1081031936,0,3,.44297346,2,2
1,-.26439887,1081031936,1,1,.33579189,1,0
1,.038049549,1081031936,1,1,.37885934,1,0
1,-.038049549,1081031936,0,3,.36657035,1,0
1,.049343646,1081031936,0,3,.4019334,1,1
1,-.049343646,1081031936,0,3,.4019334,1,1
1,.087002128,1081031936,0,3,.45882091,2,2
1,-.087002128,1081031936,0,3,.45882091,2,2
1,.093147263,1081032064,0,3,.33866912,1,0
1,-.093147263,1081032064,1,1,.47229701,2,3
1,.089534119,1081032064,0,2,.33821744,1,0
1,-.089534119,1081032064,0,3,.22793289,1,0
1,.022955209,1081042048,1,1,.48534492,2,3
1,-.022955209,1081042048,0,3,.41004369,1,1
1,.0021834075,1081042048,0,3,.44297346,2,2
1,-.0021834075,1081042048,1,1,.33579189,1,0
1,.032661408,1081042048,0,3,.36657035,1,0
1,-.032661408,1081042048,1,1,.37885934,1,0
1,.074449018,1081042048,1,1,.37565202,1,0
1,-.074449018,1081042048,0,3,.4019334,1,1
1,.1373817,1081042048,0,3,.45882091,2,2
1,-.1373817,1081042048,1,1,.36247769,1,0
1,.036632344,108201,0,3,.4343574,1,1
1,-.036632344,108201,1,1,.39157149,1,1
1,.023308396,108201,1,1,.41064155,1,1
1,-.023308396,108201,0,3,.40028864,1,1
1,.14087522,108201,0,3,.48386875,2,3
1,-.14087522,108201,1,1,.3649317,1,0
1,.02937004,108201,0,3,.41295761,1,1
1,-.02937004,108201,1,1,.42132667,1,1
1,.17076254,108201,0,3,.48065329,2,3
1,-.17076254,108201,1,1,.45277697,2,2
1,.0033959746,108201,0,3,.43777859,2,2
1,-.0033959746,108201,1,1,.53496915,2,3
1,.073548287,1082012032,1,1,.48534492,2,3
1,-.073548287,1082012032,0,3,.41004369,1,1
1,.010694981,1082012032,1,1,.33579189,1,0
1,-.010694981,1082012032,0,3,.44297346,2,2
1,.0043671727,1082012032,1,1,.37885934,1,0
1,-.0043671727,1082012032,0,3,.36657035,1,0
1,.066085696,1082012032,0,3,.4019334,1,1
1,-.066085696,1082012032,1,1,.37565202,1,0
1,.10896006,1082012032,0,3,.45882091,2,2
1,-.10896006,1082012032,1,1,.36247769,1,0
1,.054388434,1082012032,1,1,.47229701,2,3
1,-.054388434,1082012032,0,3,.33866912,1,0
1,.10352315,1082012032,0,2,.33821744,1,0
1,-.10352315,1082012032,1,1,.28199872,1,0
1,.097665876,108202,1,1,.39157149,1,1
1,-.097665876,108202,0,3,.4343574,1,1
1,.081023276,108202,1,1,.41064155,1,1
1,-.081023276,108202,0,3,.40028864,1,1
1,.0097471476,108202,0,3,.48386875,2,3
1,-.0097471476,108202,1,1,.3649317,1,0
1,.018026248,108202,0,3,.41295761,1,1
1,-.018026248,108202,1,1,.42132667,1,1
1,.12104848,108202,0,3,.48065329,2,3
1,-.12104848,108202,1,1,.45277697,2,2
1,.017898381,108202,1,1,.53496915,2,3
0,-.017898381,108202,1,1,.53496915,2,3
1,.010635436,1082022016,1,1,.33579189,1,0
1,-.010635436,1082022016,0,3,.44297346,2,2
1,.0028111935,1082022016,1,1,.37885934,1,0
1,-.0028111935,1082022016,0,3,.36657035,1,0
1,.076097965,1082022016,0,3,.4019334,1,1
1,-.076097965,1082022016,1,1,.37565202,1,0
1,.083338052,1082022016,0,3,.45882091,2,2
1,-.083338052,1082022016,1,1,.36247769,1,0
1,.22837089,1082022016,1,1,.47229701,2,3
1,-.22837089,1082022016,0,4,.13503063,1,0
1,.056887746,1082022016,1,1,.28199872,1,0
1,-.056887746,1082022016,0,4,.13387974,1,0
1,.0009919703,108301,1,1,.39157149,1,1
1,-.0009919703,108301,1,1,.39157149,1,1
1,.087101877,1083011968,1,1,.41064155,1,1
1,-.087101877,1083011968,0,3,.40028864,1,1
1,.088039488,1083011968,0,3,.48386875,2,3
1,-.088039488,1083011968,1,1,.3649317,1,0
1,.059155703,1083011968,1,1,.42132667,1,1
0,-.059155703,1083011968,1,1,.42132667,1,1
1,.0089801252,1083011968,1,1,.45277697,2,2
0,-.0089801252,1083011968,1,1,.45277697,2,2
1,.10929364,1083011968,1,1,.53496915,2,3
1,-.10929364,1083011968,0,3,.43777859,2,2
1,.19186185,1083011968,0,3,.41004369,1,1
0,-.19186185,1083011968,0,4,.10270938,1,0
1,.10146165,1083011968,0,3,.44297346,2,2
1,-.10146165,1083011968,0,4,.13020507,1,0
1,.057764322,1083011968,0,4,.15065286,1,0
1,-.057764322,1083011968,1,1,.37885934,1,0
1,.16979145,1083011968,0,3,.4019334,1,1
1,-.16979145,1083011968,1,1,.37565202,1,0
1,.1427142,1083011968,0,3,.33866912,1,0
1,-.1427142,1083011968,1,1,.47229701,2,3
1,.062935382,1083011968,0,2,.33821744,1,0
1,-.062935382,1083011968,0,3,.22793289,1,0
1,.17007412,108302,0,3,.4343574,1,1
1,-.17007412,108302,1,1,.39157149,1,1
1,.16918293,1083021952,0,3,.40028864,1,1
1,-.16918293,1083021952,1,1,.41064155,1,1
1,.28188127,1083021952,0,3,.48386875,2,3
1,-.28188127,1083021952,1,1,.3649317,1,0
1,.13455603,1083021952,0,3,.41295761,1,1
1,-.13455603,1083021952,1,1,.42132667,1,1
1,.039955691,1083021952,0,3,.48065329,2,3
0,-.039955691,1083021952,0,3,.48065329,2,3
1,.049058855,1083021952,0,3,.41004369,1,1
1,-.049058855,1083021952,1,1,.48534492,2,3
1,.080246359,1083021952,0,3,.44297346,2,2
1,-.080246359,1083021952,0,4,.13020507,1,0
1,.092252821,1083021952,0,4,.15065286,1,0
1,-.092252821,1083021952,1,1,.37885934,1,0
1,.12639606,1083021952,0,3,.4019334,1,1
1,-.12639606,1083021952,1,1,.37565202,1,0
1,.051528364,1083021952,0,3,.33866912,1,0
1,-.051528364,1083021952,1,1,.47229701,2,3
1,.10284096,1083021952,0,2,.33821744,1,0
1,-.10284096,1083021952,0,4,.13387974,1,0
1,.1315871,108303,0,3,.4343574,1,1
1,-.1315871,108303,1,1,.39157149,1,1
1,.078982979,1083031936,0,3,.40028864,1,1
1,-.078982979,1083031936,1,1,.41064155,1,1
1,.22971144,1083031936,0,3,.48386875,2,3
1,-.22971144,1083031936,1,1,.3649317,1,0
1,.012809962,1083031936,0,3,.41295761,1,1
1,-.012809962,1083031936,1,1,.42132667,1,1
1,.020706594,1083031936,0,3,.48065329,2,3
1,-.020706594,1083031936,1,1,.45277697,2,2
1,.14555737,1083031936,0,3,.43777859,2,2
1,-.14555737,1083031936,1,1,.53496915,2,3
1,.062138662,1083031936,1,1,.48534492,2,3
1,-.062138662,1083031936,0,4,.10270938,1,0
1,.060605556,1083031936,0,3,.44297346,2,2
1,-.060605556,1083031936,0,3,.44297346,2,2
1,.042728409,1083031936,0,4,.15065286,1,0
1,-.042728409,1083031936,0,3,.36657035,1,0
1,.096913442,1083031936,0,3,.4019334,1,1
1,-.096913442,1083031936,0,4,.1232109,1,0
1,.091234446,1083032064,0,3,.33866912,1,0
1,-.091234446,1083032064,1,1,.47229701,2,3
1,.10716119,1083032064,0,2,.33821744,1,0
1,-.10716119,1083032064,0,3,.22793289,1,0
1,.033693373,108304,1,1,.39157149,1,1
1,-.033693373,108304,0,3,.4343574,1,1
1,.001576215,1083041920,1,1,.41064155,1,1
1,-.001576215,1083041920,0,3,.40028864,1,1
1,.11272267,1083041920,0,3,.48386875,2,3
1,-.11272267,1083041920,1,1,.3649317,1,0
1,.031878501,1083041920,1,1,.42132667,1,1
1,-.031878501,1083041920,0,3,.41295761,1,1
1,.026365995,1083041920,1,1,.45277697,2,2
1,-.026365995,1083041920,0,3,.48065329,2,3
1,.14194825,1083041920,0,3,.43777859,2,2
1,-.14194825,1083041920,1,1,.53496915,2,3
1,.1042276,1083042048,0,3,.41004369,1,1
1,-.1042276,1083042048,1,1,.48534492,2,3
1,.21172231,1083042048,0,3,.44297346,2,2
1,-.21172231,1083042048,0,4,.13020507,1,0
1,.050713569,1083042048,0,3,.36657035,1,0
1,-.050713569,1083042048,1,1,.37885934,1,0
1,.17395779,1083042048,0,3,.4019334,1,1
1,-.17395779,1083042048,1,1,.37565202,1,0
1,.30868217,1083042048,0,3,.45882091,2,2
1,-.30868217,1083042048,1,1,.36247769,1,0
1,.084795475,1083042048,0,3,.33866912,1,0
1,-.084795475,1083042048,0,4,.13503063,1,0
1,.075434312,1083042048,0,2,.33821744,1,0
1,-.075434312,1083042048,0,4,.13387974,1,0
1,.19984856,1083052032,0,3,.41004369,1,1
1,-.19984856,1083052032,1,1,.48534492,2,3
1,.26218867,1083052032,0,3,.44297346,2,2
1,-.26218867,1083052032,0,4,.13020507,1,0
1,.084319711,1083052032,0,3,.36657035,1,0
1,-.084319711,1083052032,0,4,.15065286,1,0
1,.24248971,1083052032,0,3,.4019334,1,1
1,-.24248971,1083052032,0,4,.1232109,1,0
1,.15317607,1083052032,0,3,.33866912,1,0
1,-.15317607,1083052032,0,4,.13503063,1,0
1,.030258745,1083052032,0,2,.33821744,1,0
1,-.030258745,1083052032,0,4,.13387974,1,0
1,.0023708642,1083062016,1,1,.48534492,2,3
1,-.0023708642,1083062016,0,3,.41004369,1,1
1,.24433456,1083062016,0,3,.44297346,2,2
1,-.24433456,1083062016,0,4,.13020507,1,0
1,.057812586,1083062016,0,3,.36657035,1,0
1,-.057812586,1083062016,1,1,.37885934,1,0
1,.10712947,1083062016,0,3,.4019334,1,1
1,-.10712947,1083062016,0,4,.1232109,1,0
1,.10673682,1083062016,0,3,.33866912,1,0
1,-.10673682,1083062016,0,4,.13503063,1,0
1,.084359854,1083062016,0,2,.33821744,1,0
1,-.084359854,1083062016,0,4,.13387974,1,0
1,.1078361,1083072000,0,3,.41004369,1,1
1,-.1078361,1083072000,1,1,.48534492,2,3
1,.14780086,1083072000,0,3,.44297346,2,2
1,-.14780086,1083072000,0,4,.13020507,1,0
1,.0085980594,1083072000,0,3,.36657035,1,0
1,-.0085980594,1083072000,0,4,.15065286,1,0
1,.16198434,1083072000,0,3,.4019334,1,1
1,-.16198434,1083072000,0,4,.1232109,1,0
1,.070928305,1083072000,0,3,.33866912,1,0
1,-.070928305,1083072000,1,1,.47229701,2,3
1,.076889187,1083072000,0,2,.33821744,1,0
1,-.076889187,1083072000,0,4,.13387974,1,0
1,.028200805,1083081984,0,3,.33866912,1,0
1,-.028200805,1083081984,1,1,.47229701,2,3
1,.087487251,1083081984,0,2,.33821744,1,0
1,-.087487251,1083081984,0,4,.13387974,1,0
1,.01106894,108401,1,1,.39157149,1,1
0,-.01106894,108401,1,1,.39157149,1,1
1,.14681813,108401,1,1,.41064155,1,1
1,-.14681813,108401,0,3,.40028864,1,1
1,.12120643,108401,0,3,.48386875,2,3
1,-.12120643,108401,1,1,.3649317,1,0
1,.0038878024,108401,1,1,.42132667,1,1
1,-.0038878024,108401,0,3,.41295761,1,1
1,.0062199682,108401,0,3,.48065329,2,3
1,-.0062199682,108401,1,1,.45277697,2,2
1,.064445615,108401,1,1,.53496915,2,3
1,-.064445615,108401,0,3,.43777859,2,2
1,.050481558,1084012032,1,1,.48534492,2,3
1,-.050481558,1084012032,0,3,.41004369,1,1
1,.030836791,1084012032,0,3,.44297346,2,2
1,-.030836791,1084012032,0,4,.13020507,1,0
1,.010804296,1084012032,0,3,.36657035,1,0
1,-.010804296,1084012032,1,1,.37885934,1,0
1,.14333048,1084012032,0,3,.4019334,1,1
1,-.14333048,1084012032,1,1,.37565202,1,0
1,.23544297,1084012032,0,3,.45882091,2,2
1,-.23544297,1084012032,1,1,.36247769,1,0
1,.030765042,1084012032,1,1,.47229701,2,3
1,-.030765042,1084012032,0,4,.13503063,1,0
1,.070797011,1084012032,0,2,.33821744,1,0
1,-.070797011,1084012032,0,4,.13387974,1,0
1,.060296088,108402,0,3,.4343574,1,1
1,-.060296088,108402,1,1,.39157149,1,1
1,.052119046,108402,0,3,.40028864,1,1
1,-.052119046,108402,1,1,.41064155,1,1
1,.15575746,108402,0,3,.48386875,2,3
1,-.15575746,108402,1,1,.3649317,1,0
1,.069403276,108402,0,3,.41295761,1,1
1,-.069403276,108402,1,1,.42132667,1,1
1,.0085974336,108402,0,3,.48065329,2,3
1,-.0085974336,108402,1,1,.45277697,2,2
1,.042174667,108402,0,3,.43777859,2,2
1,-.042174667,108402,1,1,.53496915,2,3
1,.082232326,1084022016,1,1,.48534492,2,3
1,-.082232326,1084022016,0,3,.41004369,1,1
1,.11587451,1084022016,0,3,.44297346,2,2
1,-.11587451,1084022016,0,4,.13020507,1,0
1,.0076446533,1084022016,0,3,.36657035,1,0
1,-.0076446533,1084022016,1,1,.37885934,1,0
1,.067246437,1084022016,1,1,.37565202,1,0
1,-.067246437,1084022016,0,3,.4019334,1,1
1,.091359407,1084022016,0,3,.45882091,2,2
1,-.091359407,1084022016,1,1,.36247769,1,0
1,.0087858737,1084022016,0,3,.33866912,1,0
1,-.0087858737,1084022016,0,4,.13503063,1,0
1,.069098651,1084022016,0,2,.33821744,1,0
1,-.069098651,1084022016,0,3,.22793289,1,0
1,.011170834,108403,0,3,.4343574,1,1
1,-.011170834,108403,1,1,.39157149,1,1
1,.068529278,108403,0,3,.40028864,1,1
1,-.068529278,108403,1,1,.41064155,1,1
1,.17130578,108403,0,3,.48386875,2,3
1,-.17130578,108403,1,1,.3649317,1,0
1,.070450872,108403,0,3,.41295761,1,1
1,-.070450872,108403,1,1,.42132667,1,1
1,.0087125003,108403,0,3,.48065329,2,3
1,-.0087125003,108403,1,1,.45277697,2,2
1,.043252319,108403,0,3,.43777859,2,2
1,-.043252319,108403,1,1,.53496915,2,3
1,.074363172,1084032000,0,3,.41004369,1,1
1,-.074363172,1084032000,1,1,.48534492,2,3
1,.20094867,1084032000,0,3,.44297346,2,2
1,-.20094867,1084032000,0,4,.13020507,1,0
1,.031805485,1084032000,0,3,.36657035,1,0
1,-.031805485,1084032000,0,4,.15065286,1,0
1,.15372029,1084032000,0,3,.4019334,1,1
1,-.15372029,1084032000,0,4,.1232109,1,0
1,.32350731,1084032000,0,3,.45882091,2,2
1,-.32350731,1084032000,1,1,.36247769,1,0
1,.046149969,1084032000,0,4,.13503063,1,0
1,-.046149969,1084032000,0,3,.33866912,1,0
1,.002526015,1084032000,0,2,.33821744,1,0
1,-.002526015,1084032000,0,4,.13387974,1,0
1,.067310303,1084041984,1,1,.48534492,2,3
1,-.067310303,1084041984,0,3,.41004369,1,1
1,.1882019,1084041984,0,3,.44297346,2,2
1,-.1882019,1084041984,1,1,.33579189,1,0
1,.0062745512,1084041984,0,3,.36657035,1,0
1,-.0062745512,1084041984,0,4,.15065286,1,0
1,.011750579,1084041984,0,3,.4019334,1,1
1,-.011750579,1084041984,0,4,.1232109,1,0
1,.21022849,1084041984,0,3,.45882091,2,2
1,-.21022849,1084041984,1,1,.36247769,1,0
1,.016466975,1084041984,1,1,.47229701,2,3
1,-.016466975,1084041984,0,4,.13503063,1,0
1,.060903683,1084041984,0,2,.33821744,1,0
1,-.060903683,1084041984,0,4,.13387974,1,0
1,.090087801,1084051968,1,1,.47229701,2,3
1,-.090087801,1084051968,0,3,.33866912,1,0
1,.12337141,1084051968,0,2,.33821744,1,0
1,-.12337141,1084051968,0,3,.22793289,1,0
1,.12735659,108501,0,2,.22066909,1,0
1,-.12735659,108501,0,3,.4343574,1,1
1,.080394238,108501,0,3,.40028864,1,1
1,-.080394238,108501,0,2,.17112009,1,0
1,.032093704,108501,0,3,.48065329,2,3
1,-.032093704,108501,1,1,.45277697,2,2
1,.14616087,1085011968,0,3,.36657035,1,0
1,-.14616087,1085011968,1,1,.37885934,1,0
1,.030902803,1085011968,0,3,.45882091,2,2
0,-.030902803,1085011968,0,3,.45882091,2,2
1,.0482544,1085011968,0,3,.33866912,1,0
1,-.0482544,1085011968,1,1,.47229701,2,3
1,.13497216,1085011968,0,2,.33821744,1,0
1,-.13497216,1085011968,0,3,.22793289,1,0
1,.10071769,108502,0,3,.4343574,1,1
1,-.10071769,108502,0,3,.4343574,1,1
1,.24618372,108502,0,3,.40028864,1,1
1,-.24618372,108502,1,1,.41064155,1,1
1,.029617608,108502,0,3,.41295761,1,1
0,-.029617608,108502,0,3,.41295761,1,1
1,.10687879,108502,0,3,.43777859,2,2
1,-.10687879,108502,1,1,.53496915,2,3
1,.046192408,1085021952,1,1,.37885934,1,0
1,-.046192408,1085021952,0,3,.36657035,1,0
1,.15173832,1085021952,0,3,.4019334,1,1
1,-.15173832,1085021952,1,1,.37565202,1,0
1,.17861468,1085021952,0,3,.45882091,2,2
1,-.17861468,1085021952,1,1,.36247769,1,0
1,.047704756,1085021952,1,1,.47229701,2,3
1,-.047704756,1085021952,0,3,.33866912,1,0
1,.194682,1085021952,0,2,.33821744,1,0
1,-.194682,1085021952,0,3,.22793289,1,0
1,.025395334,108503,0,3,.40028864,1,1
1,.096741676,108503,0,3,.48386875,2,3
0,-.096741676,108503,0,3,.48386875,2,3
1,.032670498,108503,0,3,.41295761,1,1
1,-.032670498,108503,0,3,.41295761,1,1
1,.051025838,108503,0,3,.48065329,2,3
0,-.051025838,108503,0,3,.48065329,2,3
1,.27823502,1085031936,0,3,.44297346,2,2
1,-.27823502,1085031936,1,1,.33579189,1,0
1,.15529296,1085031936,0,3,.36657035,1,0
1,-.15529296,1085031936,1,1,.37885934,1,0
1,.093573898,1085031936,0,3,.33866912,1,0
1,-.093573898,1085031936,0,3,.33866912,1,0
1,.24064423,1085031936,0,2,.33821744,1,0
1,-.24064423,1085031936,0,3,.22793289,1,0
1,.19480065,108504,0,3,.4343574,1,1
0,-.19480065,108504,0,2,.22066909,1,0
1,.26856366,1085042048,0,3,.36657035,1,0
1,.18838713,1085042048,0,2,.33821744,1,0
1,-.18838713,1085042048,0,3,.22793289,1,0
1,.048694015,1085052032,1,1,.48534492,2,3
1,-.048694015,1085052032,0,3,.41004369,1,1
1,.20698702,1085052032,0,3,.44297346,2,2
1,-.20698702,1085052032,1,1,.33579189,1,0
1,.08225283,1085052032,0,3,.36657035,1,0
1,-.08225283,1085052032,1,1,.37885934,1,0
1,.080618441,1085052032,1,1,.47229701,2,3
1,-.080618441,1085052032,0,3,.33866912,1,0
1,.12481886,1085052032,0,2,.33821744,1,0
1,-.12481886,1085052032,1,1,.28199872,1,0
1,.20574519,108601,0,3,.40028864,1,1
0,-.20574519,108601,0,2,.17112009,1,0
1,.25606158,108601,0,3,.41295761,1,1
1,-.25606158,108601,1,1,.42132667,1,1
1,.12374517,108601,1,1,.45277697,2,2
1,-.12374517,108601,0,3,.48065329,2,3
1,.12055701,108601,1,1,.53496915,2,3
1,-.12055701,108601,0,3,.43777859,2,2
1,.1239115,1086012032,0,3,.44297346,2,2
1,-.1239115,1086012032,1,1,.33579189,1,0
1,.034546703,1086012032,1,1,.37885934,1,0
1,-.034546703,1086012032,0,3,.36657035,1,0
1,.096351832,1086012032,1,1,.37565202,1,0
1,-.096351832,1086012032,0,3,.4019334,1,1
1,.086335033,1086012032,1,1,.36247769,1,0
1,-.086335033,1086012032,0,3,.45882091,2,2
1,.25468132,1086012032,1,1,.47229701,2,3
1,-.25468132,1086012032,0,3,.33866912,1,0
1,.27177343,1086012032,0,2,.33821744,1,0
1,-.27177343,1086012032,1,1,.28199872,1,0
1,.2150044,108602,0,2,.22066909,1,0
1,-.2150044,108602,0,3,.4343574,1,1
1,.19985083,108602,0,2,.17112009,1,0
1,-.19985083,108602,1,1,.41064155,1,1
1,.15391997,108602,0,2,.18500994,1,0
1,-.15391997,108602,0,3,.48386875,2,3
1,.12028535,108602,0,2,.14701639,1,0
1,-.12028535,108602,0,3,.41295761,1,1
1,.11853144,108602,0,3,.48065329,2,3
1,-.11853144,108602,1,1,.45277697,2,2
1,.019188583,108602,1,1,.53496915,2,3
1,-.019188583,108602,0,3,.43777859,2,2
1,.069246292,1086022016,0,3,.41004369,1,1
1,-.069246292,1086022016,1,1,.48534492,2,3
1,.0358105,1086022016,0,3,.36657035,1,0
1,-.0358105,1086022016,1,1,.37885934,1,0
1,.12872848,1086022016,0,3,.4019334,1,1
1,-.12872848,1086022016,1,1,.37565202,1,0
1,.055686831,1086022016,0,3,.45882091,2,2
1,-.055686831,1086022016,1,1,.36247769,1,0
1,.20364353,1086022016,1,1,.47229701,2,3
1,-.20364353,1086022016,0,3,.33866912,1,0
1,.27603713,1086022016,0,2,.33821744,1,0
1,-.27603713,1086022016,0,3,.22793289,1,0
1,.21082544,108603,0,3,.4343574,1,1
1,-.21082544,108603,1,1,.39157149,1,1
1,.15139136,108603,0,3,.41295761,1,1
1,-.15139136,108603,1,1,.42132667,1,1
1,.051277965,108603,0,3,.48065329,2,3
1,-.051277965,108603,1,1,.45277697,2,2
1,.094377875,108603,0,3,.43777859,2,2
1,-.094377875,108603,1,1,.53496915,2,3
1,.059725285,1086032000,0,3,.41004369,1,1
1,-.059725285,1086032000,1,1,.48534492,2,3
1,.19531216,1086032000,0,3,.44297346,2,2
0,-.19531216,1086032000,0,3,.44297346,2,2
1,.112463,1086032000,0,3,.36657035,1,0
1,-.112463,1086032000,1,1,.37885934,1,0
1,.2152743,1086032000,0,3,.4019334,1,1
1,-.2152743,1086032000,1,1,.37565202,1,0
1,.079686761,1086032000,0,3,.45882091,2,2
1,-.079686761,1086032000,1,1,.36247769,1,0
1,.19614443,1086032000,1,1,.47229701,2,3
1,-.19614443,1086032000,0,3,.33866912,1,0
1,.25298896,1086032000,0,2,.33821744,1,0
1,-.25298896,1086032000,0,4,.13387974,1,0
1,.048659593,1086041984,1,1,.48534492,2,3
1,-.048659593,1086041984,0,3,.41004369,1,1
1,.084465936,1086041984,0,3,.44297346,2,2
0,-.084465936,1086041984,0,3,.44297346,2,2
1,.087049142,1086041984,0,3,.36657035,1,0
1,-.087049142,1086041984,1,1,.37885934,1,0
1,.2182243,1086041984,0,3,.4019334,1,1
1,-.2182243,1086041984,1,1,.37565202,1,0
